[18/Jul/2024:02:39:44 +0000] - 502, 502 502 - GET http localhost "/" [Client 127.0.0.1] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "-"
[19/Jul/2024:19:35:46 +0000] - 304 304 - GET http 192.168.31.100 "/static/js/vendors-node_modules_mui_icons-material_AccessTime_js-node_modules_mui_icons-material_Comment-3599e2.chunk.js" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:35:46 +0000] - 304 304 - GET http 192.168.31.100 "/assets/images/cool-background.svg" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:36:54 +0000] - 304 304 - GET http 192.168.31.100 "/" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://localhost:81/"
[19/Jul/2024:19:36:54 +0000] - 304 304 - GET http 192.168.31.100 "/static/js/bundle.js" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:36:54 +0000] - 304 304 - GET http 192.168.31.100 "/static/js/vendors-node_modules_mui_icons-material_AccessTime_js-node_modules_mui_icons-material_Comment-3599e2.chunk.js" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:36:54 +0000] - 304 304 - GET http 192.168.31.100 "/static/js/src_components_index_ts.chunk.js" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:36:54 +0000] - 304 304 - GET http 192.168.31.100 "/assets/images/cool-background.svg" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[19/Jul/2024:19:36:55 +0000] - 304 304 - GET http 192.168.31.100 "/favicon.ico" [Client 192.168.65.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36" "http://192.168.31.100/"
[03/Dec/2024:07:47:28 +0000] - 200 200 - GET http localhost "/favicon.ico" [Client 172.18.0.1] [Length 9310] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost/"
[03/Dec/2024:07:48:55 +0000] - 200 200 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 918] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost:81/"
[03/Dec/2024:07:48:56 +0000] - 200 200 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 906910] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:56 +0000] - 200 200 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 37446] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:56 +0000] - 200 200 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 112497] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:56 +0000] - 200 200 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 1638] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:57 +0000] - 200 200 - GET http 192.168.31.206 "/favicon.ico" [Client 172.18.0.1] [Length 9317] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:59 +0000] - 304 304 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "-"
[03/Dec/2024:07:48:59 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:59 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:59 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:59 +0000] - 304 304 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:48:59 +0000] - 304 304 - GET http 192.168.31.206 "/favicon.ico" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:07:49:06 +0000] - 200 200 - GET http 127.0.0.1 "/" [Client 172.18.0.1] [Length 918] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost:81/"
[03/Dec/2024:07:49:06 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/bundle.js" [Client 172.18.0.1] [Length 906877] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:07:49:06 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 37454] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:07:49:06 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 112475] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:07:49:06 +0000] - 200 200 - GET http 127.0.0.1 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 1633] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:07:49:07 +0000] - 200 200 - GET http 127.0.0.1 "/manifest.json" [Client 172.18.0.1] [Length 514] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:07:49:07 +0000] - 200 200 - GET http 127.0.0.1 "/favicon.ico" [Client 172.18.0.1] [Length 9317] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:11:31:05 +0000] - 304 304 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "-"
[03/Dec/2024:11:31:06 +0000] - 200 200 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 906908] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:31:06 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:31:06 +0000] - 200 200 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 112458] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:31:06 +0000] - 304 304 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:38:14 +0000] - 304 304 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost:81/"
[03/Dec/2024:11:38:14 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:38:15 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:38:15 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:38:15 +0000] - 304 304 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:42:29 +0000] - 304 304 - GET http 127.0.0.1 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost:81/"
[03/Dec/2024:11:42:29 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/bundle.js" [Client 172.18.0.1] [Length 906898] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:11:42:30 +0000] - 304 304 - GET http 127.0.0.1 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:11:42:30 +0000] - 200 200 - GET http 127.0.0.1 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 112482] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:11:42:30 +0000] - 304 304 - GET http 127.0.0.1 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:11:42:30 +0000] - 304 304 - GET http 127.0.0.1 "/manifest.json" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://127.0.0.1/"
[03/Dec/2024:11:42:31 +0000] - 304 304 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost:81/"
[03/Dec/2024:11:42:32 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:42:32 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:42:32 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:42:32 +0000] - 304 304 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:45:33 +0000] - 304 304 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost:81/"
[03/Dec/2024:11:45:33 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:45:33 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:45:33 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:45:34 +0000] - 304 304 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:56:38 +0000] - 304 304 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://localhost:81/"
[03/Dec/2024:11:56:38 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:56:38 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:56:38 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:11:56:38 +0000] - 304 304 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:12:08:39 +0000] - 304 304 - GET http 192.168.31.206 "/" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "-"
[03/Dec/2024:12:08:39 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/bundle.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:12:08:39 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/vendors-node_modules_mui_icons-material_esm_AccessTime_js-node_modules_mui_icons-material_esm-00b597.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:12:08:39 +0000] - 304 304 - GET http 192.168.31.206 "/static/js/src_components_index_ts.chunk.js" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:12:08:39 +0000] - 304 304 - GET http 192.168.31.206 "/assets/images/cool-background.svg" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:12:08:39 +0000] - 304 304 - GET http 192.168.31.206 "/favicon.ico" [Client 172.18.0.1] [Length 0] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
[03/Dec/2024:14:19:02 +0000] - 200 200 - GET http 192.168.31.206 "/favicon.ico" [Client 172.18.0.1] [Length 9312] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36" "http://192.168.31.206/"
